"REF_DATE","GEO","DGUID","Class of operation","Rank and number of movements","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Vancouver Harbour, British Columbia","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501926","38.2.1","21","","","","0"
"1998","Vancouver Harbour, British Columbia","","Itinerant movements","Number of movements","Number","223","units ","0","v41501927","38.2.2","53345","","","","0"
"1998","Vancouver Harbour, British Columbia","","Local movements","Rank of movements","Number","223","units ","0","v41501928","38.3.1","38","","","","0"
"1998","Vancouver Harbour, British Columbia","","Local movements","Number of movements","Number","223","units ","0","v41501929","38.3.2","9634","","","","0"
"1998","Vancouver International, British Columbia","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501930","39.1.1","2","","","","0"
"1998","Vancouver International, British Columbia","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501931","39.1.2","368672","","","","0"
"1998","Vancouver International, British Columbia","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501932","39.2.1","2","","","","0"
"1998","Vancouver International, British Columbia","","Itinerant movements","Number of movements","Number","223","units ","0","v41501933","39.2.2","368672","","","","0"
"1998","Vancouver International, British Columbia","","Local movements","Rank of movements","Number","223","units ","0","v41501934","39.3.1","0","","","","0"
"1998","Vancouver International, British Columbia","","Local movements","Number of movements","Number","223","units ","0","v41501935","39.3.2","0","","","","0"
"1998","Victoria International, British Columbia","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501936","40.1.1","6","","","","0"
"1998","Victoria International, British Columbia","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501937","40.1.2","183169","","","","0"
"1998","Victoria International, British Columbia","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501938","40.2.1","7","","","","0"
"1998","Victoria International, British Columbia","","Itinerant movements","Number of movements","Number","223","units ","0","v41501939","40.2.2","116302","","","","0"
"1998","Victoria International, British Columbia","","Local movements","Rank of movements","Number","223","units ","0","v41501940","40.3.1","9","","","","0"
"1998","Victoria International, British Columbia","","Local movements","Number of movements","Number","223","units ","0","v41501941","40.3.2","66867","","","","0"
"1998","Yukon","2016A000260","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207288","1060.1.2","32231","","","","0"
"1998","Yukon","2016A000260","Itinerant movements","Number of movements","Number","223","units ","0","v44207289","1060.2.2","21331","","","","0"
"1998","Yukon","2016A000260","Local movements","Number of movements","Number","223","units ","0","v44207290","1060.3.2","10900","","","","0"
"1998","Whitehorse International, Yukon","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501942","41.1.1","43","","","","0"
"1998","Whitehorse International, Yukon","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501943","41.1.2","32231","","","","0"
"1998","Whitehorse International, Yukon","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501944","41.2.1","42","","","","0"
"1998","Whitehorse International, Yukon","","Itinerant movements","Number of movements","Number","223","units ","0","v41501945","41.2.2","21331","","","","0"
"1998","Whitehorse International, Yukon","","Local movements","Rank of movements","Number","223","units ","0","v41501946","41.3.1","36","","","","0"
"1998","Whitehorse International, Yukon","","Local movements","Number of movements","Number","223","units ","0","v41501947","41.3.2","10900","","","","0"
"1998","Northwest Territories","2016A000261","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207291","1061.1.2","55592","","","","0"
"1998","Northwest Territories","2016A000261","Itinerant movements","Number of movements","Number","223","units ","0","v44207292","1061.2.2","34033","","","","0"
"1998","Northwest Territories","2016A000261","Local movements","Number of movements","Number","223","units ","0","v44207293","1061.3.2","21559","","","","0"
"1998","Yellowknife, Northwest Territories","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501966","45.1.1","39","","","","0"
"1998","Yellowknife, Northwest Territories","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501967","45.1.2","55592","","","","0"
"1998","Yellowknife, Northwest Territories","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501968","45.2.1","34","","","","0"
"1998","Yellowknife, Northwest Territories","","Itinerant movements","Number of movements","Number","223","units ","0","v41501969","45.2.2","34033","","","","0"
"1998","Yellowknife, Northwest Territories","","Local movements","Rank of movements","Number","223","units ","0","v41501970","45.3.1","31","","","","0"
"1998","Yellowknife, Northwest Territories","","Local movements","Number of movements","Number","223","units ","0","v41501971","45.3.2","21559","","","","0"
"1999","Total Canadian airports","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501705","1.1.2","5328016","","","","0"
"1999","Total Canadian airports","","Itinerant movements","Number of movements","Number","223","units ","0","v41501706","1.2.2","3563945","","","","0"
"1999","Total Canadian airports","","Local movements","Number of movements","Number","223","units ","0","v41501707","1.3.2","1764071","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207261","1010.1.2","139149","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Itinerant movements","Number of movements","Number","223","units ","0","v44207262","1010.2.2","92211","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Local movements","Number of movements","Number","223","units ","0","v44207263","1010.3.2","46938","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501756","10.1.1","33","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501757","10.1.2","68260","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501758","10.2.1","28","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Itinerant movements","Number of movements","Number","223","units ","0","v41501759","10.2.2","41408","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Local movements","Rank of movements","Number","223","units ","0","v41501760","10.3.1","24","","","","0"
"1999","Gander International, Newfoundland and Labrador","","Local movements","Number of movements","Number","223","units ","0","v41501761","10.3.2","26852","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501882","31.1.1","31","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501883","31.1.2","70889","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501884","31.2.1","25","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Itinerant movements","Number of movements","Number","223","units ","0","v41501885","31.2.2","50803","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Local movements","Rank of movements","Number","223","units ","0","v41501886","31.3.1","31","","","","0"
"1999","St. John's International, Newfoundland and Labrador","","Local movements","Number of movements","Number","223","units ","0","v41501887","31.3.2","20086","","","","0"
"1999","Nova Scotia","2016A000212","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207264","1012.1.2","139468","","","","0"
"1999","Nova Scotia","2016A000212","Itinerant movements","Number of movements","Number","223","units ","0","v44207265","1012.2.2","103408","","","","0"
"1999","Nova Scotia","2016A000212","Local movements","Number of movements","Number","223","units ","0","v44207266","1012.3.2","36060","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501762","11.1.1","16","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501763","11.1.2","139468","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501764","11.2.1","9","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Itinerant movements","Number of movements","Number","223","units ","0","v41501765","11.2.2","103408","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Local movements","Rank of movements","Number","223","units ","0","v41501766","11.3.1","22","","","","0"
"1999","Halifax/Robert L. Stanfield International, Nova Scotia","","Local movements","Number of movements","Number","223","units ","0","v41501767","11.3.2","36060","","","","0"
"1999","New Brunswick","2016A000213","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207267","1013.1.2","103501","","","","0"
"1999","New Brunswick","2016A000213","Itinerant movements","Number of movements","Number","223","units ","0","v44207268","1013.2.2","63268","","","","0"
"1999","New Brunswick","2016A000213","Local movements","Number of movements","Number","223","units ","0","v44207269","1013.3.2","40233","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501798","17.1.1","20","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501799","17.1.2","103501","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501800","17.2.1","18","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Itinerant movements","Number of movements","Number","223","units ","0","v41501801","17.2.2","63268","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Local movements","Rank of movements","Number","223","units ","0","v41501802","17.3.1","19","","","","0"
"1999","Moncton/Greater Moncton International, New Brunswick","","Local movements","Number of movements","Number","223","units ","0","v41501803","17.3.2","40233","","","","0"
"1999","Quebec","2016A000224","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207270","1024.1.2","745529","","","","0"
"1999","Quebec","2016A000224","Itinerant movements","Number of movements","Number","223","units ","0","v44207271","1024.2.2","538335","","","","0"
"1999","Quebec","2016A000224","Local movements","Number of movements","Number","223","units ","0","v44207272","1024.3.2","207194","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501732","6.1.1","32","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501733","6.1.2","70198","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501734","6.2.1","41","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501735","6.2.2","26216","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501736","6.3.1","16","","","","0"
"1999","Chicoutimi/St-Honoré, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501737","6.3.2","43982","","","","0"
"1999","Montréal/Mirabel International, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501804","18.1.1","40","","","t","0"
"1999","Montréal/Mirabel International, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501805","18.1.2","49155","","","t","0"
"1999","Montréal/Mirabel International, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501806","18.2.1","29","","","t","0"
"1999","Montréal/Mirabel International, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501807","18.2.2","41126","","","t","0"
"1999","Montréal/Mirabel International, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501808","18.3.1","37","","","t","0"
"1999","Montréal/Mirabel International, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501809","18.3.2","8029","","","t","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501810","19.1.1","4","","","","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501811","19.1.2","221282","","","","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501812","19.2.1","4","","","","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501813","19.2.2","221282","","","","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501814","19.3.1","0","","","","0"
"1999","Montréal/Pierre Elliott Trudeau International, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501815","19.3.2","0","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501816","20.1.1","7","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501817","20.1.2","184084","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501818","20.2.1","11","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501819","20.2.2","90355","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501820","20.3.1","3","","","","0"
"1999","Montréal/St-Hubert, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501821","20.3.2","93729","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501852","26.1.1","14","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501853","26.1.2","142629","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501854","26.2.1","10","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501855","26.2.2","102468","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501856","26.3.1","20","","","","0"
"1999","Québec/Jean Lesage International, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501857","26.3.2","40161","","","","0"
"1999","Sept-Îles, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501876","30.1.1","42","","","t","0"
"1999","Sept-Îles, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501877","30.1.2","33206","","","t","0"
"1999","Sept-Îles, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501878","30.2.1","39","","","t","0"
"1999","Sept-Îles, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501879","30.2.2","29208","","","t","0"
"1999","Sept-Îles, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501880","30.3.1","40","","","t","0"
"1999","Sept-Îles, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501881","30.3.2","3998","","","t","0"
"1999","St-Jean, Quebec","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501888","32.1.1","41","","","","0"
"1999","St-Jean, Quebec","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501889","32.1.2","44975","","","","0"
"1999","St-Jean, Quebec","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501890","32.2.1","40","","","","0"
"1999","St-Jean, Quebec","","Itinerant movements","Number of movements","Number","223","units ","0","v41501891","32.2.2","27680","","","","0"
"1999","St-Jean, Quebec","","Local movements","Rank of movements","Number","223","units ","0","v41501892","32.3.1","33","","","","0"
"1999","St-Jean, Quebec","","Local movements","Number of movements","Number","223","units ","0","v41501893","32.3.2","17295","","","","0"
"1999","Ontario","2016A000235","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207273","1035.1.2","1664568","","","","0"
"1999","Ontario","2016A000235","Itinerant movements","Number of movements","Number","223","units ","0","v44207274","1035.2.2","1100111","","","","0"
"1999","Ontario","2016A000235","Local movements","Number of movements","Number","223","units ","0","v44207275","1035.3.2","564457","","","","0"
"1999","Hamilton, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501768","12.1.1","22","","","","0"
"1999","Hamilton, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501769","12.1.2","99453","","","","0"
"1999","Hamilton, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501770","12.2.1","26","","","","0"
"1999","Hamilton, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501771","12.2.2","50668","","","","0"
"1999","Hamilton, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501772","12.3.1","14","","","","0"
"1999","Hamilton, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501773","12.3.2","48785","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501780","14.1.1","15","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501781","14.1.2","139645","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501782","14.2.1","22","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501783","14.2.2","55259","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501784","14.3.1","5","","","","0"
"1999","Kitchener/Waterloo, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501785","14.3.2","84386","","","","0"
"1999","London, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501792","16.1.1","17","","","","0"
"1999","London, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501793","16.1.2","136918","","","","0"
"1999","London, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501794","16.2.1","14","","","","0"
"1999","London, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501795","16.2.2","72817","","","","0"
"1999","London, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501796","16.3.1","11","","","","0"
"1999","London, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501797","16.3.2","64101","","","","0"
"1999","North Bay, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501822","21.1.1","44","","","t","0"
"1999","North Bay, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501823","21.1.2","6266","","","t","0"
"1999","North Bay, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501824","21.2.1","44","","","t","0"
"1999","North Bay, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501825","21.2.2","4700","","","t","0"
"1999","North Bay, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501826","21.3.1","41","","","t","0"
"1999","North Bay, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501827","21.3.2","1566","","","t","0"
"1999","Oshawa, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501828","22.1.1","29","","","","0"
"1999","Oshawa, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501829","22.1.2","80266","","","","0"
"1999","Oshawa, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501830","22.2.1","30","","","","0"
"1999","Oshawa, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501831","22.2.2","39970","","","","0"
"1999","Oshawa, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501832","22.3.1","18","","","","0"
"1999","Oshawa, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501833","22.3.2","40296","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501834","23.1.1","6","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501835","23.1.2","186708","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501836","23.2.1","5","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501837","23.2.2","141764","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501838","23.3.1","15","","","","0"
"1999","Ottawa/Macdonald-Cartier International, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501839","23.3.2","44944","","","","0"
"1999","Sault Ste. Marie, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501870","29.1.1","38","","","","0"
"1999","Sault Ste. Marie, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501871","29.1.2","58060","","","","0"
"1999","Sault Ste. Marie, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501872","29.2.1","36","","","","0"
"1999","Sault Ste. Marie, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501873","29.2.2","31946","","","","0"
"1999","Sault Ste. Marie, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501874","29.3.1","26","","","","0"
"1999","Sault Ste. Marie, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501875","29.3.2","26114","","","","0"
"1999","Sudbury, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501894","33.1.1","35","","","t","0"
"1999","Sudbury, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501895","33.1.2","61877","","","t","0"
"1999","Sudbury, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501896","33.2.1","32","","","t","0"
"1999","Sudbury, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501897","33.2.2","37582","","","t","0"
"1999","Sudbury, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501898","33.3.1","27","","","t","0"
"1999","Sudbury, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501899","33.3.2","24295","","","t","0"
"1999","Thunder Bay, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501900","34.1.1","23","","","","0"
"1999","Thunder Bay, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501901","34.1.2","94282","","","","0"
"1999","Thunder Bay, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501902","34.2.1","24","","","","0"
"1999","Thunder Bay, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501903","34.2.2","53019","","","","0"
"1999","Thunder Bay, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501904","34.3.1","17","","","","0"
"1999","Thunder Bay, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501905","34.3.2","41263","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501912","36.1.1","12","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501913","36.1.2","150452","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501914","36.2.1","16","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501915","36.2.2","68949","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501916","36.3.1","7","","","","0"
"1999","Toronto/Billy Bishop Toronto City, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501917","36.3.2","81503","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501906","35.1.1","9","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501907","35.1.2","163878","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501908","35.2.1","12","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501909","35.2.2","83241","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501910","35.3.1","8","","","","0"
"1999","Toronto/Buttonville Municipal, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501911","35.3.2","80637","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501918","37.1.1","1","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501919","37.1.2","424826","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501920","37.2.1","1","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501921","37.2.2","424826","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501922","37.3.1","0","","","","0"
"1999","Toronto/Lester B. Pearson International, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501923","37.3.2","0","","","","0"
"1999","Windsor, Ontario","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501948","42.1.1","34","","","","0"
"1999","Windsor, Ontario","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501949","42.1.2","61937","","","","0"
"1999","Windsor, Ontario","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501950","42.2.1","33","","","","0"
"1999","Windsor, Ontario","","Itinerant movements","Number of movements","Number","223","units ","0","v41501951","42.2.2","35370","","","","0"
"1999","Windsor, Ontario","","Local movements","Rank of movements","Number","223","units ","0","v41501952","42.3.1","25","","","","0"
"1999","Windsor, Ontario","","Local movements","Number of movements","Number","223","units ","0","v41501953","42.3.2","26567","","","","0"
"1999","Manitoba","2016A000246","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207276","1046.1.2","277306","","","","0"
"1999","Manitoba","2016A000246","Itinerant movements","Number of movements","Number","223","units ","0","v44207277","1046.2.2","164870","","","","0"
"1999","Manitoba","2016A000246","Local movements","Number of movements","Number","223","units ","0","v44207278","1046.3.2","112436","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501954","43.1.1","11","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501955","43.1.2","156508","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501956","43.2.1","6","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Itinerant movements","Number of movements","Number","223","units ","0","v41501957","43.2.2","135196","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Local movements","Rank of movements","Number","223","units ","0","v41501958","43.3.1","29","","","","0"
"1999","Winnipeg/James Armstrong Richardson International, Manitoba","","Local movements","Number of movements","Number","223","units ","0","v41501959","43.3.2","21312","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Total, itinerant and local movements","Rank of movements","Number","223","units ","0","v41501960","44.1.1","18","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v41501961","44.1.2","120798","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Itinerant movements","Rank of movements","Number","223","units ","0","v41501962","44.2.1","38","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Itinerant movements","Number of movements","Number","223","units ","0","v41501963","44.2.2","29674","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Local movements","Rank of movements","Number","223","units ","0","v41501964","44.3.1","4","","","","0"
"1999","Winnipeg/St. Andrews, Manitoba","","Local movements","Number of movements","Number","223","units ","0","v41501965","44.3.2","91124","","","","0"
"1999","Saskatchewan","2016A000247","Total, itinerant and local movements","Number of movements","Number","223","units ","0","v44207279","1047.1.2","172643","","","","0"
