OccNo,OccYear,OccDate,OccClassID,OccType,IncidentType,Country,ProvinceState,Ocean,Location,Distance,Airport,ICAO,Latitude,Longitude,CrewFatal,PassengerFatal,GroundFatal,CrewSerious,PassengerSerious,GroundSerious,DGReleaseIND,AircraftType_1,AircraftMake_1,Organization_1,OperatorType_1,RegCountry_1,AircraftType_2,AircraftMake_2,Organization_2,OperatorType_2,RegCountry_2,AircraftType_3,AircraftMake_3,Organization_3,OperatorType_3,RegCountry_3,AircraftType_4,AircraftMake_4,Organization_4,OperatorType_4,RegCountry_4,AircraftType_5,AircraftMake_5,Organization_5,OperatorType_5,RegCountry_5,AircraftType_6,AircraftMake_6,Organization_6,OperatorType_6,RegCountry_6,PRODUCTION_DT
A04A0133,2004,2004-10-25,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NOVA SCOTIA,N/A,"HALIFAX, 25 NM WNW",,,,45.03333,-64.05,0,0,0,0,0,0,NO,AEROPLANE,ISRAEL AIRCRAFT (IAI),JETPORT INC,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0134,2004,2004-10-29,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,NEWFOUNDLAND AND LABRADOR,N/A,HOPEDALE,,,,55.43333,-60.2166,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,NORTHWEST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0135,2004,2004-10-30,5,ACCIDENT,N/A,CANADA,NEW BRUNSWICK,N/A,"WOODSTOCK, 2 NM SW",,,,46.13333,-67.5833,0,0,0,0,0,0,NO,ADVANCED ULTRALIGHT,PROGRESSIVE AERODYNE,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0136,2004,2004-11-05,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NEW BRUNSWICK,N/A,SAINT JOHN,5.000000000000000,SAINT JOHN,CYSJ,45.5,-65.6,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0137,2004,2004-11-05,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,N/A,NORTH ATLANTIC OCEAN,"GANDER INTL, 180 NM E",,,,50,-50,0,0,0,0,0,0,NO,AEROPLANE,LEARJET,,CORPORATE,CAYMAN ISLANDS,AEROPLANE,BOMBARDIER,SHAMROCK AVIATION,CORPORATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0141,2004,2004-11-15,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NEWFOUNDLAND AND LABRADOR,N/A,"WABUSH, 90 NM E",,,,53.16666,-64.4166,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,LABRADOR AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0142,2004,2004-11-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NOVA SCOTIA,N/A,Halifax,,Stanfield Intl,CYHZ,44.88333,-63.5166,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,BEECH,BOEING COMPANY,CORPORATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0144,2004,2004-11-18,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,QUEBEC,N/A,"SEPT-ILES, OVERHEAD",,,,50.21666,-66.2666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR FRANCE,COMMERCIAL,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0148,2004,2004-12-05,3,ACCIDENT,N/A,CANADA,NEWFOUNDLAND AND LABRADOR,N/A,ST. JOHN'S,10.000000000000000,ST. JOHN'S INTL,CYYT,47.45,-52.5333,1,0,0,1,0,0,NO,AEROPLANE,PIPER,ATLANTIC AVIATION ACADEMY,OTHER,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0155,2004,2004-12-17,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,NEWFOUNDLAND AND LABRADOR,N/A,GOOSE BAY,,GOOSE BAY,CYYR,53.31666,-60.4333,0,0,0,0,0,0,NO,AEROPLANE,SAAB-FAIRCHILD,PAL PROVINCIAL AIRLINES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0156,2004,2004-12-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NOVA SCOTIA,N/A,"HALIFAX INTL, 65 NM NW",,,,44.91666,-64.8333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0158,2004,2004-12-16,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,NOVA SCOTIA,N/A,Halifax,,Stanfield Intl,CYHZ,44.88333,-63.5166,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,NORTHWEST AIRLINK,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04A0161,2004,2004-12-28,5,INCIDENT REPORTABLE,ENGINE,CANADA,NEWFOUNDLAND AND LABRADOR,N/A,GANDER,,GANDER INTL,CYQX,48.93333,-54.5666,0,0,0,0,0,0,NO,AEROPLANE,ILYUSHIN,CUBANA AIRLINES,COMMERCIAL,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0004,2004,2004-01-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA ZIP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0006,2004,2004-01-09,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,NUNAVUT,N/A,Baker Lake,,Baker Lake,CYBK,64.3,-96.0833,0,0,0,0,0,0,NO,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,UNITED KINGDOM,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0008,2004,2004-01-13,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,SASKATCHEWAN,N/A,Regina,,Regina Intl,CYQR,50.43333,-104.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0010,2004,2004-01-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,PICKLE LAKE,,PICKLE LAKE,CYPL,51.45,-90.2166,0,0,0,0,0,0,NO,AEROPLANE,HAWKER SIDDELEY,WASAYA AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0011,2004,2004-01-12,5,INCIDENT REPORTABLE,ENGINE,CANADA,SASKATCHEWAN,N/A,Saskatoon,,John G. Diefenbaker Intl,CYXE,52.16666,-106.7,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,NORTHERN DENE AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0013,2004,2004-01-19,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,SASKATCHEWAN,N/A,Regina,,Regina Intl,CYQR,50.43333,-104.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0016,2004,2004-01-15,3,INCIDENT REPORTABLE,RUNWAY EXCURSION,CANADA,ONTARIO,N/A,DRYDEN,,DRYDEN REGIONAL,CYHD,49.83333,-92.75,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,BEARSKIN LAKE AIR SERVICE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0017,2004,2004-01-17,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0018,2004,2004-01-17,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,AIR WISCONSIN,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0023,2004,2004-01-28,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,AIR WISCONSIN,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0024,2004,2004-01-30,5,INCIDENT REPORTABLE,DEPRESSURIZATION,CANADA,ONTARIO,N/A,THUNDER BAY,,THUNDER BAY,CYQT,48.36666,-89.3166,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,BEARSKIN AIRLINES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0027,2004,2004-02-03,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,SASKATCHEWAN,N/A,Saskatoon,50.000000000000000,John G. Diefenbaker Intl,CYXE,52.16666,-106.7,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,NORTHWEST AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0029,2004,2004-02-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0031,2004,2004-02-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0033,2004,2004-02-16,5,ACCIDENT,N/A,CANADA,SASKATCHEWAN,N/A,HAZLET,,,,50.41666,-108.5833,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0034,2004,2004-02-16,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,"WINNIPEG, 20 NM SE",,,,49.58333,-96.6666,0,0,0,0,0,0,NO,AEROPLANE,DASSAULT-BREGUET,KNIGHTHAWK AIR EXPRESS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0035,2004,2004-02-16,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0036,2004,2004-02-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,SASKATCHEWAN,N/A,"SASKATOON, 2.5 NM NW",,,,52.2,-106.7166,0,0,0,0,0,0,NO,AEROPLANE,BEECH,SASKATCHEWAN PROPERTY MANAGEMENT CORPORATION,STATE,CANADA,AEROPLANE,FAIRCHILD,NORTHERN DENE AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0038,2004,2004-02-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,"KENORA, 50 NM W",,,,49.85,-95.6333,0,0,0,0,0,0,NO,AEROPLANE,LOCKHEED,CANADIAN FORCES - DND,STATE,CANADA,AEROPLANE,DE HAVILLAND,CANADIAN FORCES - DND,STATE,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0040,2004,2004-02-19,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,AEROPLANE,FAIRCHILD,BEARSKIN AIRLINES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0041,2004,2004-02-19,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0046,2004,2004-02-24,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,AMD/SUD,KNIGHT HAWK AIR EXPRESS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0050,2004,2004-03-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0051,2004,2004-03-04,3,ACCIDENT,N/A,CANADA,SASKATCHEWAN,N/A,SWIFT CURRENT,3.800000000000000,SWIFT CURRENT,CYYN,50.28333,-107.4333,0,0,0,0,0,0,NO,HELICOPTER,BELL HELICOPTER,STANDARD AG. HELICOPTER,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0052,2004,2004-03-04,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,SKYWARD AVIATION,COMMERCIAL,CANADA,AEROPLANE,SAAB-FAIRCHILD,CALM AIR,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0053,2004,2004-03-04,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,SASKATCHEWAN,N/A,"LA RONGE, 80 NM NW",,,,55.15,-106.25,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,NORCANAIR,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0054,2004,2004-03-05,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,OVERHEAD THUNDER BAY,,,,48.36666,-89.3166,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0060,2004,2004-03-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,KELOWNA FLIGHTCRAFT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0063,2004,2004-03-20,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,SANDY LAKE ICE SURFACE,,,,53.05,-93.6666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,SANDY LAKE SEAPLANE SERVICE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0064,2004,2004-03-20,3,ACCIDENT,N/A,CANADA,SASKATCHEWAN,N/A,RALPH,,,,49.5,-103.75,1,0,0,0,0,0,NO,HELICOPTER,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0065,2004,2004-03-19,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,GOVERNMENT OF CANADA DEPARTMENT OF TRANSPORT,STATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0067,2004,2004-03-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA ZIP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0069,2004,2004-03-28,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,SIOUX LOOKOUT,,SIOUX LOOKOUT,CYXL,50.11666,-91.9,0,0,0,0,0,0,NO,AEROPLANE,BEECH,WASAYA AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0070,2004,2004-03-28,5,INCIDENT REPORTABLE,DEPRESSURIZATION,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,AIR WISCONSIN,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0071,2004,2004-03-29,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,MANITOBA,N/A,"WINNIPEG INTL, 50 NM E",,,,49.66666,-96,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0073,2004,2004-03-27,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,MANITOBA,N/A,VICINITY OF BRANDON,,,,,,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0074,2004,2004-04-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,SASKATCHEWAN,N/A,"SASKATOON, 45 NM E",,,,51.28333,-105.5833,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0078,2004,2004-04-12,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,"THUNDER BAY, 20 NM SW",,,,48.06666,-89.8666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0079,2004,2004-04-12,5,INCIDENT REPORTABLE,ENGINE,CANADA,MANITOBA,N/A,"ISLAND LAKE, 5 NM S",,,,53.75,-94.75,0,0,0,0,0,0,NO,AEROPLANE,FAIRCHILD,PERIMETER AIRLINES (INLAND),COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0082,2004,2004-04-12,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,MANITOBA,N/A,"WINNIPEG, 100 NM W",,,,50.1,-99.8333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0085,2004,2004-04-15,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,MANITOBA,N/A,"BRANDON, 12 NM NE",,,,49.91666,-99.95,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,OMEGA AIR CORP,COMMERCIAL,CANADA,AEROPLANE,BOEING,AIR FRANCE,COMMERCIAL,FRANCE,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0086,2004,2004-04-17,5,ACCIDENT,N/A,CANADA,SASKATCHEWAN,N/A,URANIUM CITY,,URANIUM CITY,CYBE,59.56666,-108.4833,0,0,0,0,0,1,NO,AEROPLANE,CESSNA,NORTHERN DENE AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0088,2004,2004-04-21,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,SASKATCHEWAN,N/A,Regina,,Regina Intl,CYQR,50.43333,-104.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0090,2004,2004-04-22,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0091,2004,2004-04-28,5,INCIDENT REPORTABLE,ENGINE,CANADA,MANITOBA,N/A,"WINNIPEG INTL, 200 NM W",,,,51,-103,0,0,0,0,0,0,NO,AEROPLANE,MCDONNELL DOUGLAS,JETSGO,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0093,2004,2004-05-05,5,ACCIDENT,N/A,CANADA,MANITOBA,N/A,"ISLAND LAKE AIRPORT, 3 NM SW",,,,53.85,-94.65,0,0,0,0,0,0,NO,HELICOPTER,BELL HELICOPTER,CUSTOM HELICOPTERS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0095,2004,2004-05-10,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,"BIG TROUT LAKE, 15 NM S",,,,53.55,-89.9333,0,0,0,0,0,0,NO,AEROPLANE,HAWKER SIDDELEY,WASAYA AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0096,2004,2004-05-11,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0097,2004,2004-05-15,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,MANITOBA,N/A,Winnipeg,,James Armstrong Richardson Intl,CYWG,49.91666,-97.2333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,KELOWNA FLIGHTCRAFT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0098,2004,2004-05-18,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,FAWCETT LAKE,,,,51.35,-91.8166,1,3,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PICKEREL ARM CAMPS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0099,2004,2004-05-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,SASKATCHEWAN,N/A,"LUMSDEN VOR, 45 NM NE",,,,51.16666,-103.75,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0103,2004,2004-05-08,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,NUNAVUT,N/A,RESOLUTE BAY,,RESOLUTE BAY,CYRB,74.71666,-94.9666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,Bradley Air Services Limited/First Air,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0104,2004,2004-05-22,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Red Lake,,Howey Bay,CKS4,51.03333,-93.8333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,GREEN AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0105,2004,2004-05-21,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Red Lake,,Howey Bay,CKS4,51.03333,-93.8333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,GEARY'S SPORTSMAN'S LODGE,COMMERCIAL,CANADA,AEROPLANE,CESSNA,BIRCH LAKE LODGE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0108,2004,2004-05-27,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,SASKATCHEWAN,N/A,"PRINCE ALBERT, 10 NM E",,,,53.2,-105.5,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A04C0111,2004,2004-06-02,5,ACCIDENT,N/A,CANADA,MANITOBA,N/A,LEAF RAPIDS,,LEAF RAPIDS,CKA3,56.55,-99.9333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,NUELTIN LAKE AIR SERVICE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
